MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_AsphShn,Exterior 2nd_Brk Cmn,Exterior 2nd_BrkFace,Exterior 2nd_CBlock,Exterior 2nd_CmentBd,Exterior 2nd_HdBoard,Exterior 2nd_ImStucc,Exterior 2nd_MetalSd,Exterior 2nd_Plywood,Exterior 2nd_Stone,Exterior 2nd_Stucco,Exterior 2nd_VinylSd,Exterior 2nd_Wd Sdng,Exterior 2nd_Wd Shng,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_None,Mas Vnr Type_Stone,Street_Pave,Alley_Grvl,Alley_Pave,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 2_Feedr,Condition 2_Norm,Condition 2_PosA,Condition 2_PosN,Condition 2_RRAe,Condition 2_RRAn,Condition 2_RRNn,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Central Air_Y,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,SalePrice,Age,Mod_Age
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,60.0,9900,4,4,3,6,7,0.0,3,3,3.0,3.0,0.0,1.0,0.0,1.0,0.0,778.0,778.0,3,5,545,0,1489,0.0,0.0,2,0,3,1,3,7,8,1,4.0,1940.0,1.0,240.0,3.0,3.0,3,335,0,0,0,0,0,2.0,0,7,139500,69,59
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,86.0,13286,3,4,3,9,5,340.0,5,3,5.0,3.0,0.0,6.0,1234.0,1.0,0.0,464.0,1698.0,5,5,0,0,1698,1.0,0.0,2,0,3,1,5,8,8,1,4.0,2007.0,3.0,768.0,3.0,3.0,3,327,64,0,0,0,0,0.0,0,2,320000,2,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,107.0,12888,4,4,3,7,8,0.0,3,4,3.0,3.0,0.0,5.0,288.0,1.0,0.0,717.0,1005.0,3,5,1005,0,2267,1.0,0.0,1,1,3,1,3,7,8,2,4.0,1937.0,3.0,498.0,3.0,3.0,3,521,0,0,0,0,0,0.0,0,4,219000,70,27
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,8885,3,4,5,5,5,0.0,3,3,4.0,3.0,0.0,4.0,301.0,5.0,324.0,239.0,864.0,3,5,0,0,902,1.0,0.0,1,0,2,1,3,5,8,0,0.0,1983.0,1.0,484.0,3.0,3.0,3,164,0,0,0,0,0,3.0,0,6,131000,23,23
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,62.0,8857,3,4,3,6,5,0.0,4,3,4.0,3.0,0.0,1.0,0.0,1.0,0.0,738.0,738.0,5,5,757,0,1495,0.0,0.0,2,1,3,1,4,7,8,1,4.0,2006.0,2.0,440.0,3.0,3.0,3,100,30,0,0,0,0,0.0,0,3,171925,1,1
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,53.0,14137,3,4,3,5,5,0.0,4,3,4.0,3.0,0.0,6.0,450.0,1.0,0.0,898.0,1348.0,4,5,0,0,1384,1.0,0.0,2,0,3,1,4,7,8,0,0.0,1996.0,1.0,404.0,3.0,3.0,3,0,39,0,0,0,0,0.0,0,11,177900,12,11
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,70,53.0,6720,4,4,3,6,7,0.0,3,3,3.0,3.0,0.0,1.0,0.0,1.0,0.0,585.0,585.0,3,5,585,0,1436,0.0,0.0,1,0,3,1,3,7,8,1,4.0,1992.0,1.0,228.0,3.0,3.0,3,184,0,0,0,0,0,0.0,0,4,141500,86,57
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,60.0,7500,4,4,3,6,5,0.0,4,3,4.0,3.0,0.0,6.0,476.0,1.0,0.0,476.0,952.0,4,5,684,0,1636,1.0,0.0,2,1,3,1,3,7,8,1,3.0,1998.0,3.0,440.0,3.0,3.0,3,0,84,0,0,0,0,0.0,0,10,191000,11,10
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,63.0,13072,4,4,3,6,5,0.0,3,3,4.0,3.0,0.0,5.0,941.0,1.0,0.0,217.0,1158.0,5,5,0,0,1158,1.0,0.0,1,1,3,1,4,5,8,0,0.0,2006.0,1.0,576.0,3.0,3.0,3,0,50,0,0,0,0,0.0,0,5,158000,2,2
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,67.0,10656,3,4,3,8,5,274.0,4,3,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1638.0,1638.0,5,5,0,0,1646,0.0,0.0,2,0,3,1,4,6,8,1,4.0,2007.0,2.0,870.0,3.0,3.0,3,192,80,0,0,0,0,0.0,0,11,248900,1,0
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,60.0,7200,4,4,3,5,7,252.0,3,3,4.0,3.0,0.0,5.0,569.0,1.0,0.0,162.0,731.0,5,5,787,0,1768,1.0,0.0,1,1,3,1,4,7,8,2,3.0,1939.0,1.0,240.0,3.0,3.0,3,0,0,264,0,0,0,3.0,0,6,175000,70,57
0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,190,80.0,8800,4,4,3,6,7,0.0,3,4,3.0,3.0,0.0,5.0,901.0,4.0,252.0,34.0,1187.0,5,5,0,0,1565,1.0,0.0,2,0,3,1,4,7,7,2,3.0,1965.0,2.0,299.0,3.0,3.0,3,200,25,211,0,0,0,3.0,460,6,185900,41,6
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,60.0,10800,4,4,3,7,7,0.0,3,3,4.0,3.0,0.0,3.0,390.0,1.0,0.0,490.0,880.0,2,5,888,0,1768,0.0,0.0,1,1,2,1,3,6,8,2,3.0,1914.0,1.0,320.0,3.0,3.0,1,0,341,0,0,0,0,0.0,0,10,163000,92,36
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,50.0,9000,4,4,3,5,6,0.0,2,2,3.0,3.0,0.0,1.0,0.0,1.0,0.0,660.0,660.0,3,5,336,0,1396,0.0,0.0,2,0,4,2,3,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,10,115000,55,55
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,80.0,13014,4,4,3,6,5,39.0,3,3,3.0,3.0,0.0,5.0,528.0,1.0,0.0,480.0,1008.0,3,5,0,0,1096,1.0,0.0,1,0,3,1,3,6,8,1,2.0,1978.0,1.0,484.0,3.0,3.0,3,168,0,0,0,0,0,0.0,0,12,157500,30,30
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0.0,15896,2,4,3,7,5,210.0,4,3,4.0,3.0,0.0,5.0,913.0,1.0,0.0,264.0,1177.0,5,5,1089,0,2312,1.0,0.0,2,1,4,1,4,8,8,1,3.0,1999.0,3.0,658.0,3.0,3.0,3,298,0,0,0,0,0,0.0,0,5,245000,10,10
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,41.0,5395,3,4,3,8,5,0.0,4,3,4.0,3.0,0.0,6.0,733.0,1.0,0.0,604.0,1337.0,4,5,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,1,3.0,1993.0,2.0,462.0,3.0,3.0,3,96,0,70,168,0,0,0.0,0,10,180000,15,15
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0.0,5105,2,4,3,7,5,0.0,4,3,4.0,3.0,0.0,6.0,239.0,1.0,0.0,312.0,551.0,5,5,551,0,1102,0.0,0.0,2,1,2,1,4,4,8,0,0.0,2004.0,1.0,480.0,3.0,3.0,3,0,60,0,0,0,0,0.0,0,3,148800,3,3
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,75.0,9473,4,4,3,8,5,0.0,4,3,4.0,3.0,0.0,6.0,804.0,1.0,0.0,324.0,1128.0,5,5,903,0,2031,1.0,0.0,2,1,3,1,4,7,8,1,4.0,2002.0,2.0,577.0,3.0,3.0,3,0,211,0,0,0,0,0.0,0,3,237000,6,6
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,60.0,8400,4,4,3,2,5,0.0,3,3,3.0,2.0,0.0,3.0,290.0,1.0,0.0,0.0,290.0,3,3,0,0,438,0.0,0.0,1,0,1,1,2,3,8,0,0.0,1930.0,1.0,246.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,1,60000,89,59
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,64.0,12102,4,4,3,5,5,222.0,3,3,4.0,4.0,4.0,5.0,456.0,1.0,0.0,0.0,456.0,5,5,0,0,1033,0.0,1.0,1,0,3,1,3,6,8,0,0.0,1976.0,2.0,504.0,2.0,3.0,3,224,0,0,0,0,0,0.0,0,4,165000,32,32
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,41.0,10905,2,4,3,7,5,0.0,4,3,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1129.0,1129.0,5,5,1198,0,2327,0.0,0.0,2,1,4,1,4,9,8,1,4.0,2003.0,2.0,596.0,3.0,3.0,3,0,57,0,0,0,0,0.0,0,8,240000,5,5
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,9556,3,4,3,7,5,52.0,3,3,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1168.0,1168.0,4,5,0,0,1187,0.0,0.0,2,0,3,1,4,6,8,0,0.0,1992.0,2.0,420.0,3.0,3.0,3,0,21,0,0,0,0,0.0,0,8,160000,15,14
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,58.0,6430,4,4,3,6,6,0.0,3,3,3.0,3.0,0.0,4.0,780.0,1.0,0.0,0.0,780.0,3,3,524,0,1340,1.0,0.0,1,0,3,1,3,6,8,0,0.0,1945.0,1.0,440.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,7,128000,61,56
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,65.0,6040,4,4,3,4,5,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,1152,0.0,0.0,2,0,2,2,2,6,8,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,6,82000,53,53
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,80.0,14695,3,4,3,6,8,210.0,3,4,3.0,3.0,0.0,5.0,1387.0,1.0,0.0,175.0,1562.0,4,5,0,0,1567,1.0,0.0,2,0,2,1,4,5,8,2,4.0,1966.0,1.0,542.0,3.0,3.0,3,0,110,0,0,342,0,2.0,0,7,256000,43,1
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,50.0,9000,4,4,3,7,9,0.0,3,4,3.0,3.0,0.0,5.0,624.0,1.0,0.0,26.0,650.0,5,5,650,0,1482,0.0,1.0,1,0,3,1,3,7,8,0,0.0,1930.0,1.0,324.0,3.0,3.0,3,0,0,0,0,0,0,0.0,0,7,143000,89,21
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,67.0,8368,3,4,3,7,5,0.0,4,3,4.0,3.0,0.0,1.0,0.0,1.0,0.0,1689.0,1689.0,5,5,0,0,1689,0.0,0.0,2,0,3,1,4,7,8,0,0.0,2007.0,3.0,433.0,3.0,3.0,3,100,39,0,0,0,0,0.0,0,4,231713,1,0
